timestamp,audio_freq_hz,vibration_g,thermal_temp_c,audio_green_flag,vibration_green_flag,temp_green_flag,all_green_flag,rolling_corr_temp_audio,rolling_corr_temp_vibration,rolling_corr_audio_vibration,corr_drop_flag,audio_predicted,audio_residual,abs_residual,rolling_residual_mean,residual_growth_flag,silent_failure_flag
2026-02-13T04:32:03.525480,3478.4,144.7249,74.15,0,0,1,0,0.939771738,0.941148965,0.996501068,0,3511.400121,-33.00012135,33.00012135,19.50696217,0,0
2026-02-13T04:32:03.625474,3570.13,148.9279,74.8,1,1,1,1,0.939072151,0.940565122,0.996463539,0,3578.942615,-8.812615418,8.812615418,19.35217671,0,0
2026-02-13T04:32:03.725468,3585,149.4811,74.71,1,1,1,1,0.942364549,0.945076469,0.996466098,0,3569.590578,15.40942222,15.40942222,18.61297511,0,0
2026-02-13T04:32:03.825463,3646.63,152.1002,75.18,1,1,1,1,0.942173654,0.944792068,0.996537526,0,3618.428997,28.20100344,28.20100344,19.13418744,0,0
2026-02-13T04:32:03.925460,3533.74,147.0479,74.3,1,1,1,1,0.943560683,0.946361114,0.99651445,0,3526.986851,6.753149248,6.753149248,18.78262118,0,0
2026-02-13T04:32:04.025456,3594.64,149.8568,75.24,1,1,1,1,0.943389469,0.945006042,0.996651315,0,3624.663688,-30.02368832,30.02368832,18.73583196,0,0
2026-02-13T04:32:04.125452,3616.07,150.9593,75.11,1,1,1,1,0.938538961,0.940499948,0.996293991,0,3611.15519,4.914810489,4.914810489,18.67720565,0,0
2026-02-13T04:32:04.225444,3659.43,152.3179,75.23,1,1,1,1,0.937739607,0.940132289,0.996294227,0,3623.624573,35.80542697,35.80542697,19.38696108,0,0
2026-02-13T04:32:04.325439,3573.26,148.3607,74.88,1,1,1,1,0.935404211,0.936353316,0.995841292,0,3587.255538,-13.99553776,13.99553776,19.46583247,0,0
2026-02-13T04:32:04.425433,3664.14,152.5522,75.45,1,1,1,1,0.937052483,0.938136115,0.996023564,0,3646.485109,17.65489052,17.65489052,19.81009948,0,0
2026-02-13T04:32:04.525427,3655.95,152.8163,75.53,1,1,1,1,0.938969672,0.938857764,0.996151482,0,3654.798032,1.151968169,1.151968169,19.54519054,0,0
2026-02-13T04:32:04.625420,3563.52,148.6387,74.75,1,1,1,1,0.938759172,0.939143071,0.996240555,0,3573.747039,-10.22703895,10.22703895,19.71379972,0,0
2026-02-13T04:32:04.725415,3580.16,149.2226,74.99,1,1,1,1,0.938382946,0.938254629,0.996390153,0,3598.685806,-18.52580599,18.52580599,19.69451661,0,0
2026-02-13T04:32:04.825409,3558.83,148.2137,74.96,1,1,1,1,0.935640937,0.93477786,0.996405077,0,3595.56846,-36.73846011,36.73846011,20.09235742,0,0
2026-02-13T04:32:04.925404,3531.8,147.2205,74.7,1,1,1,1,0.930251081,0.929530698,0.996250759,0,3568.551462,-36.75146249,36.75146249,20.19151728,0,0
2026-02-13T04:32:05.025398,3587.25,149.8258,74.88,1,1,1,1,0.92922973,0.92849311,0.995999819,0,3587.255538,-0.005537765,0.005537765,19.65668566,0,0
2026-02-13T04:32:05.125393,3592.13,150.0512,74.81,1,1,1,1,0.928640525,0.927303789,0.99586028,0,3579.981731,12.14826929,12.14826929,19.820661,0,0
2026-02-13T04:32:05.225387,3592.76,149.8718,75.02,1,1,1,1,0.928390942,0.926462982,0.996131679,0,3601.803152,-9.043151871,9.043151871,19.37003319,0,0
2026-02-13T04:32:05.325382,3576.23,149.2183,75.16,1,1,1,1,0.92187191,0.922126127,0.996287637,0,3616.350766,-40.12076598,40.12076598,20.11238171,0,0
2026-02-13T04:32:05.425376,3629.35,151.1145,75.43,1,1,1,1,0.928041286,0.929630612,0.996331888,0,3644.406879,-15.0568789,15.0568789,19.33608849,0,0
2026-02-13T04:32:05.525370,3552.66,148.3274,74.98,1,1,1,1,0.922479588,0.926051217,0.996324265,0,3597.646691,-44.9866907,44.9866907,20.1026547,0,0
2026-02-13T04:32:05.625364,3628.82,151.4656,75.01,1,1,1,1,0.924476849,0.927367793,0.996090105,0,3600.764037,28.05596342,28.05596342,19.43843159,0,0
2026-02-13T04:32:05.725358,3524.85,147.0658,74.61,1,1,1,1,0.927838926,0.929125695,0.996285822,0,3559.199425,-34.34942485,34.34942485,19.44618867,0,0
2026-02-13T04:32:05.825352,3554.84,148.477,74.82,1,1,1,1,0.925961278,0.928117834,0.996233478,0,3581.020846,-26.180846,26.180846,19.82289169,0,0
2026-02-13T04:32:05.925345,3580.45,149.095,74.75,1,1,1,1,0.925852383,0.928124491,0.996205619,0,3573.747039,6.702961048,6.702961048,19.78671093,0,0
2026-02-13T04:32:06.025339,3632.17,151.2295,75.54,1,1,1,1,0.924155157,0.925300043,0.996200519,0,3655.837147,-23.66714712,23.66714712,20.16794693,0,0
2026-02-13T04:32:06.125332,3638.18,151.5353,75.43,1,1,1,1,0.916092104,0.916898124,0.995762928,0,3644.406879,-6.226878898,6.226878898,19.70140971,0,0
2026-02-13T04:32:06.225319,3608.63,150.4859,75.53,1,1,1,1,0.908351556,0.909414995,0.995820013,0,3654.798032,-46.16803183,46.16803183,20.43744886,0,0
2026-02-13T04:32:06.325294,3532.35,147.5487,74.46,1,1,1,1,0.896296432,0.897100674,0.994960394,0,3543.612695,-11.26269545,11.26269545,20.02090792,0,0
2026-02-13T04:32:06.425287,3643.92,152.0782,75.43,1,1,1,1,0.89977835,0.900398865,0.995121301,0,3644.406879,-0.486878898,0.486878898,19.82216859,0,0
2026-02-13T04:32:06.525280,3546.03,147.9498,74.46,1,1,1,1,0.896234138,0.897406352,0.995916475,0,3543.612695,2.417304555,2.417304555,19.5787107,0,0
2026-02-13T04:32:06.625274,3599.89,150.035,75.04,1,1,1,1,0.900082835,0.901304151,0.995908416,0,3603.881382,-3.991382458,3.991382458,19.11826144,0,0
2026-02-13T04:32:06.725268,3565.01,148.5609,74.77,1,1,1,1,0.900210178,0.901358797,0.995916246,0,3575.82527,-10.81526954,10.81526954,19.1249676,0,0
2026-02-13T04:32:06.825261,3601.29,150.2328,74.94,1,1,1,1,0.900662329,0.902541787,0.99592848,0,3593.49023,7.799770475,7.799770475,18.83235466,0,0
2026-02-13T04:32:06.925255,3683.37,153.6231,75.82,1,1,1,1,0.903346111,0.905532304,0.996154441,0,3684.932375,-1.562375338,1.562375338,18.55428821,0,0
2026-02-13T04:32:07.025249,3640.66,151.7745,75.29,1,1,1,1,0.906447192,0.909475672,0.996303638,0,3629.859265,10.80073521,10.80073521,18.44783832,0,0
2026-02-13T04:32:07.125243,3515.81,146.3785,74.42,1,1,1,1,0.902486874,0.905519803,0.99615118,0,3539.456234,-23.64623427,23.64623427,18.4507075,0,0
2026-02-13T04:32:07.225236,3547.76,147.9363,74.83,1,1,1,1,0.906806163,0.910905667,0.996088688,0,3582.059961,-34.2999613,34.2999613,18.23415207,0,0
2026-02-13T04:32:07.325229,3635.77,151.6292,74.97,1,1,1,1,0.893517273,0.898217444,0.995915819,0,3596.607575,39.1624246,39.1624246,18.86675042,0,0
2026-02-13T04:32:07.425223,3621.68,151.3156,75.12,1,1,1,1,0.893397833,0.897774781,0.995784203,0,3612.194305,9.485695195,9.485695195,18.72768815,0,0
2026-02-13T04:32:07.525216,3621.43,151.0313,75.04,1,1,1,1,0.89281879,0.897061782,0.995791476,0,3603.881382,17.54861754,17.54861754,18.87797286,0,0
2026-02-13T04:32:07.625210,3562.77,148.2864,74.58,1,1,1,1,0.894527215,0.898028748,0.995824849,0,3556.082079,6.687921035,6.687921035,18.65582058,0,0
2026-02-13T04:32:07.725203,3655.48,151.9603,75.21,1,1,1,1,0.889785314,0.894438526,0.995287031,0,3621.546342,33.93365756,33.93365756,19.14391385,0,0
2026-02-13T04:32:07.825197,3537.27,147.654,74.66,1,1,1,1,0.88551945,0.889492794,0.995129755,0,3564.395001,-27.12500131,27.12500131,19.5262779,0,0
2026-02-13T04:32:07.925190,3572.68,148.786,74.64,1,1,1,1,0.872507333,0.877632143,0.994623858,0,3562.316771,10.36322927,10.36322927,19.41476312,0,0
2026-02-13T04:32:08.025184,3506.24,145.7911,74.15,1,1,1,1,0.870081397,0.876468867,0.994340553,0,3511.400121,-5.160121352,5.160121352,19.16898081,0,0
2026-02-13T04:32:08.125177,3728.39,155.4092,75.96,0,0,1,0,0.887019674,0.892396947,0.995083542,0,3699.479989,28.91001056,28.91001056,19.71297328,0,0
2026-02-13T04:32:08.225171,3546.7,147.4265,74.57,1,1,1,1,0.900239391,0.902280101,0.995080616,0,3555.042964,-8.342963672,8.342963672,18.69518943,0,0
2026-02-13T04:32:08.325165,3624.14,150.989,75.53,1,1,1,1,0.896165065,0.897925561,0.994894038,0,3654.798032,-30.65803183,30.65803183,18.68139381,0,0
2026-02-13T04:32:08.425159,3632.6,151.2971,75.32,1,1,1,1,0.900649458,0.901921067,0.994896739,0,3632.976611,-0.376610671,0.376610671,18.31029682,0,0
2026-02-13T04:32:08.525153,3604.26,149.9948,75.24,1,1,1,1,0.889132906,0.889302391,0.994207268,0,3624.663688,-20.40368832,20.40368832,18.05836816,0,0
2026-02-13T04:32:08.625145,3601.09,149.9006,75.11,1,1,1,1,0.888367754,0.888216486,0.99410463,0,3611.15519,-10.06518951,10.06518951,18.08341965,0,0
2026-02-13T04:32:08.725132,3646.18,152.0079,75.13,1,1,1,1,0.886420771,0.886587755,0.994234055,0,3613.23342,32.9465799,32.9465799,18.4341628,0,0
2026-02-13T04:32:08.825068,3521.94,146.7963,74.39,1,1,1,1,0.894264992,0.894744627,0.994380449,0,3536.338888,-14.39888839,14.39888839,18.1581205,0,0
2026-02-13T04:32:08.925065,3695.15,153.9686,76.03,1,1,1,1,0.900320067,0.898796167,0.994728269,0,3706.753796,-11.6037965,11.6037965,18.25513344,0,0
2026-02-13T04:32:09.025061,3610.42,150.5,74.9,1,1,1,1,0.900068157,0.898420975,0.994735629,0,3589.333768,21.08623165,21.08623165,18.07638431,0,0
2026-02-13T04:32:09.125058,3614.6,150.7032,75.2,1,1,1,1,0.900413864,0.899205189,0.994846342,0,3620.507227,-5.907227151,5.907227151,18.09623264,0,0
2026-02-13T04:32:09.225054,3585.84,149.7259,74.76,1,1,1,1,0.903082256,0.899207312,0.994671952,0,3574.786154,11.05384576,11.05384576,17.60120102,0,0
2026-02-13T04:32:09.325047,3652.78,152.1147,75.6,1,1,1,1,0.905260229,0.901973914,0.995509333,0,3662.071839,-9.291838884,9.291838884,17.50712704,0,0
2026-02-13T04:32:09.425043,3610.26,150.2857,75.06,1,1,1,1,0.903385195,0.89993194,0.995341491,0,3605.959613,4.300386955,4.300386955,17.24003697,0,0
2026-02-13T04:32:09.525037,3538.63,147.5464,74.56,1,1,1,1,0.902949389,0.899278256,0.995713057,0,3554.003848,-15.37384838,15.37384838,17.52447457,0,0
2026-02-13T04:32:09.625031,3582.61,149.2482,74.86,1,1,1,1,0.902183699,0.898682501,0.995685818,0,3585.177307,-2.567307178,2.567307178,17.37127994,0,0
2026-02-13T04:32:09.725024,3508.5,146.1676,74.49,1,1,1,1,0.904868715,0.901294837,0.995927622,0,3546.730041,-38.23004133,38.23004133,17.76536465,0,0
2026-02-13T04:32:09.825017,3564.62,148.8912,74.93,1,1,1,1,0.906657929,0.904657014,0.995739569,0,3592.451114,-27.83111423,27.83111423,17.58721773,0,0
2026-02-13T04:32:09.925008,3612.18,150.4927,75.33,1,1,1,1,0.906281694,0.903912562,0.99559144,0,3634.015726,-21.83572596,21.83572596,17.288903,0,0
2026-02-13T04:32:10.025002,3571.53,148.9231,74.6,1,1,1,1,0.904939189,0.903043016,0.995809447,0,3558.16031,13.36969045,13.36969045,17.55618605,0,0
2026-02-13T04:32:10.124996,3573.42,148.9066,74.79,1,1,1,1,0.906882163,0.906612807,0.996064933,0,3577.9035,-4.483500125,4.483500125,17.40289067,0,0
2026-02-13T04:32:10.224990,3588.28,149.8968,75.01,1,1,1,1,0.906764125,0.906605238,0.995841369,0,3600.764037,-12.48403658,12.48403658,17.47170836,0,0
2026-02-13T04:32:10.324983,3656.56,152.3673,75.56,1,1,1,1,0.914826046,0.913638714,0.996002163,0,3657.915378,-1.355377711,1.355377711,16.6964006,0,0
2026-02-13T04:32:10.424977,3577.47,148.9862,74.67,1,1,1,1,0.9133413,0.913375523,0.996003618,0,3565.434117,12.03588339,12.03588339,16.63598069,0,0
2026-02-13T04:32:10.524971,3559.08,148.4783,74.92,1,1,1,1,0.916863405,0.915835078,0.996093083,0,3591.411999,-32.33199894,32.33199894,16.38288685,0,0
2026-02-13T04:32:10.624965,3586.8,149.1813,75.07,1,1,1,1,0.919915342,0.919069354,0.995923146,0,3606.998728,-20.19872834,20.19872834,16.22574215,0,0
2026-02-13T04:32:10.724959,3629.04,151.2836,75.56,1,1,1,1,0.917984024,0.916789534,0.995856584,0,3657.915378,-28.87537771,28.87537771,16.11626121,0,0
2026-02-13T04:32:10.824954,3664.92,152.8478,75.69,1,1,1,1,0.921874175,0.920167397,0.996198091,0,3671.423877,-6.503876524,6.503876524,15.72272182,0,0
2026-02-13T04:32:10.924944,3624.27,150.7969,75.35,1,1,1,1,0.92250254,0.919712956,0.996080768,0,3636.093957,-11.82395655,11.82395655,15.82514173,0,0
2026-02-13T04:32:11.024938,3566.87,148.9039,74.49,1,1,1,1,0.921202071,0.917515202,0.995984814,0,3546.730041,20.13995867,20.13995867,15.75459796,0,0
2026-02-13T04:32:11.124932,3587.77,149.3534,75,1,1,1,1,0.919901339,0.91606962,0.995889063,0,3599.724921,-11.95492128,11.95492128,15.86915881,0,0
2026-02-13T04:32:11.224926,3619.61,151.2898,75.56,1,1,1,1,0.922870713,0.921357162,0.995499526,0,3657.915378,-38.30537771,38.30537771,15.71190572,0,0
2026-02-13T04:32:11.324920,3499.63,145.8657,74.54,1,1,1,1,0.916876745,0.91622156,0.995975952,0,3551.925618,-52.29561779,52.29561779,16.53256417,0,0
2026-02-13T04:32:11.424914,3671.78,152.8538,75.73,1,1,1,1,0.919240498,0.91797334,0.996058215,0,3675.580338,-3.800337698,3.800337698,16.59883335,0,0
2026-02-13T04:32:11.524909,3576.4,149.1115,74.82,1,1,1,1,0.918111462,0.917454302,0.996057097,0,3581.020846,-4.620846005,4.620846005,16.64290418,0,0
2026-02-13T04:32:11.624904,3465.97,144.4703,74.02,0,0,1,0,0.92644994,0.925888143,0.996517958,0,3497.891623,-31.92162254,31.92162254,17.20150898,0,0
2026-02-13T04:32:11.724898,3650.56,152.1292,75.48,1,1,1,1,0.92747087,0.926901743,0.996563848,0,3649.602455,0.957544635,0.957544635,17.00435448,0,0
2026-02-13T04:32:11.824892,3638.25,151.4516,75.17,1,1,1,1,0.926590024,0.926996633,0.996577949,0,3617.389881,20.86011873,20.86011873,17.26556144,0,0
2026-02-13T04:32:11.924886,3584.51,149.245,74.99,1,1,1,1,0.922273627,0.922264075,0.996382262,0,3598.685806,-14.17580599,14.17580599,17.51783006,0,0
2026-02-13T04:32:12.024881,3573.11,148.6994,75.02,1,1,1,1,0.920270624,0.919573195,0.996268567,0,3601.803152,-28.69315187,28.69315187,17.87567839,0,0
2026-02-13T04:32:12.124875,3493.67,145.8637,74.14,1,1,1,1,0.923245015,0.922040355,0.996230206,0,3510.361006,-16.69100606,16.69100606,17.73657383,0,0
2026-02-13T04:32:12.224869,3612.85,150.8008,75.3,1,1,1,1,0.924387395,0.923472746,0.996078855,0,3630.89838,-18.04838008,18.04838008,17.4115422,0,0
2026-02-13T04:32:12.324864,3464.18,144.2973,73.92,0,0,1,0,0.938892069,0.93893018,0.996476887,0,3487.50047,-23.32046961,23.32046961,17.0947031,0,0
2026-02-13T04:32:12.424858,3529.74,147.4585,74.59,1,1,1,1,0.939909399,0.941421662,0.996574911,0,3557.121194,-27.38119426,27.38119426,17.45261308,0,0
2026-02-13T04:32:12.524852,3545.6,147.8768,74.3,1,1,1,1,0.939388592,0.940692231,0.996596005,0,3526.986851,18.61314925,18.61314925,17.47390372,0,0
2026-02-13T04:32:12.624846,3504.41,145.7273,73.67,1,1,0,0,0.933609891,0.937344543,0.996609846,0,3461.522587,42.88741273,42.88741273,18.19789355,0,0
2026-02-13T04:32:12.724841,3564.42,148.3318,74.42,1,1,1,1,0.934352389,0.937442575,0.996700786,0,3539.456234,24.96376573,24.96376573,18.01849571,0,0
