timestamp,audio_freq_hz,vibration_g,thermal_temp_c,audio_green_flag,vibration_green_flag,temp_green_flag,all_green_flag,rolling_corr_temp_audio,rolling_corr_temp_vibration,rolling_corr_audio_vibration,corr_drop_flag
2026-02-13T04:31:59.025700,3559.35,147.9677,74.3,1,1,1,1,,,,0
2026-02-13T04:31:59.125692,3449.52,143.7497,73.63,0,0,0,0,,,,0
2026-02-13T04:31:59.225689,3560.96,148.3542,74.63,1,1,1,1,,,,0
2026-02-13T04:31:59.325686,3664.85,152.9298,75.53,1,1,1,1,,,,0
2026-02-13T04:31:59.425682,3596.01,149.5565,74.96,1,1,1,1,,,,0
2026-02-13T04:31:59.525679,3652.87,152.7819,75.65,1,1,1,1,,,,0
2026-02-13T04:31:59.625675,3615.03,150.3603,75.13,1,1,1,1,,,,0
2026-02-13T04:31:59.725672,3562.57,148.7992,74.83,1,1,1,1,,,,0
2026-02-13T04:31:59.825668,3559.42,148.1847,74.45,1,1,1,1,,,,0
2026-02-13T04:31:59.925665,3700.1,154.1331,75.66,1,1,1,1,,,,0
2026-02-13T04:32:00.025661,3511.67,146.2217,74.41,1,1,1,1,,,,0
2026-02-13T04:32:00.125658,3608.87,150.2655,75.05,1,1,1,1,,,,0
2026-02-13T04:32:00.225654,3654.16,151.8303,75.22,1,1,1,1,,,,0
2026-02-13T04:32:00.325651,3645.56,151.5802,75.47,1,1,1,1,,,,0
2026-02-13T04:32:00.425647,3649.44,152.4862,74.96,1,1,1,1,,,,0
2026-02-13T04:32:00.525644,3624.24,150.8247,75.3,1,1,1,1,,,,0
2026-02-13T04:32:00.625640,3477.15,144.9224,74.41,0,0,1,0,,,,0
2026-02-13T04:32:00.725637,3616.68,151.1313,75.49,1,1,1,1,,,,0
2026-02-13T04:32:00.825633,3619.54,151.1664,75.12,1,1,1,1,0.993175702,0.905997649,0.993175702,0
2026-02-13T04:32:00.925630,3582.9,149.4149,74.92,1,1,1,1,0.993362986,0.909690445,0.993362986,0
2026-02-13T04:32:01.025626,3592.9,149.7099,74.89,1,1,1,1,0.993553808,0.910244371,0.993553808,0
2026-02-13T04:32:01.125623,3442.36,143.3814,73.77,0,0,0,0,0.994494161,0.924676254,0.994494161,0
2026-02-13T04:32:01.225619,3600.75,150.2735,75.1,1,1,1,1,0.99444923,0.924504608,0.99444923,0
2026-02-13T04:32:01.325616,3743,156.0172,76.07,0,0,1,0,0.994865636,0.929446982,0.994865636,0
2026-02-13T04:32:01.425610,3585.21,149.2386,74.76,1,1,1,1,0.994724005,0.932712668,0.994724005,0
2026-02-13T04:32:01.525604,3667.31,152.2117,75.51,1,1,1,1,0.994227375,0.932273386,0.994227375,0
2026-02-13T04:32:01.625598,3601.8,150.1877,74.76,1,1,1,1,0.993997067,0.927011382,0.993997067,0
2026-02-13T04:32:01.725592,3571.58,148.9495,74.83,1,1,1,1,0.99400756,0.931656057,0.99400756,0
2026-02-13T04:32:01.825586,3617.82,150.691,75.39,1,1,1,1,0.994132657,0.93370246,0.994132657,0
2026-02-13T04:32:01.925580,3501.13,146.1528,74.2,1,1,1,1,0.994305251,0.934237869,0.994305251,0
2026-02-13T04:32:02.025574,3578.44,149.375,74.64,1,1,1,1,0.994288881,0.931894136,0.994288881,0
2026-02-13T04:32:02.125569,3484.78,145.2635,74.12,1,1,1,1,0.99457793,0.935259215,0.99457793,0
2026-02-13T04:32:02.225550,3647.97,152.2271,75.03,1,1,1,1,0.993983272,0.922079007,0.993983272,0
2026-02-13T04:32:02.325544,3489.32,145.4898,74.01,1,1,1,1,0.994415158,0.927830999,0.994415158,0
2026-02-13T04:32:02.425540,3555.23,148.0159,74.73,1,1,1,1,0.994659393,0.928839136,0.994659393,0
2026-02-13T04:32:02.525537,3561.96,148.4491,74.54,1,1,1,1,0.994739626,0.929256159,0.994739626,0
2026-02-13T04:32:02.625533,3559.33,148.0988,74.44,1,1,1,1,0.994801219,0.934007657,0.994801219,0
2026-02-13T04:32:02.725529,3519.89,146.5675,74.14,1,1,1,1,0.994852535,0.933846631,0.994852535,0
2026-02-13T04:32:02.825523,3671.73,153.3257,75.77,1,1,1,1,0.995082932,0.936184352,0.995082932,0
2026-02-13T04:32:02.925517,3485.07,145.2553,74.05,1,1,1,1,0.995537762,0.940241459,0.995537762,0
2026-02-13T04:32:03.025510,3494.99,145.4791,74.16,1,1,1,1,0.995829248,0.942765612,0.995829248,0
2026-02-13T04:32:03.125505,3607.67,150.4002,75.06,1,1,1,1,0.995848148,0.942460597,0.995848148,0
2026-02-13T04:32:03.225498,3667.27,152.4917,75.08,1,1,1,1,0.996167091,0.938825287,0.996167091,0
2026-02-13T04:32:03.325492,3669.52,153.1868,75.37,1,1,1,1,0.996325856,0.942376983,0.996325856,0
2026-02-13T04:32:03.425486,3579.17,149.1488,74.62,1,1,1,1,0.996269199,0.94001489,0.996269199,0
2026-02-13T04:32:03.525480,3478.4,144.7249,74.15,0,0,1,0,0.996501068,0.941148965,0.996501068,0
2026-02-13T04:32:03.625474,3570.13,148.9279,74.8,1,1,1,1,0.996463539,0.940565122,0.996463539,0
2026-02-13T04:32:03.725468,3585,149.4811,74.71,1,1,1,1,0.996466098,0.945076469,0.996466098,0
2026-02-13T04:32:03.825463,3646.63,152.1002,75.18,1,1,1,1,0.996537526,0.944792068,0.996537526,0
2026-02-13T04:32:03.925460,3533.74,147.0479,74.3,1,1,1,1,0.99651445,0.946361114,0.99651445,0
2026-02-13T04:32:04.025456,3594.64,149.8568,75.24,1,1,1,1,0.996651315,0.945006042,0.996651315,0
2026-02-13T04:32:04.125452,3616.07,150.9593,75.11,1,1,1,1,0.996293991,0.940499948,0.996293991,0
2026-02-13T04:32:04.225444,3659.43,152.3179,75.23,1,1,1,1,0.996294227,0.940132289,0.996294227,0
2026-02-13T04:32:04.325439,3573.26,148.3607,74.88,1,1,1,1,0.995841292,0.936353316,0.995841292,0
2026-02-13T04:32:04.425433,3664.14,152.5522,75.45,1,1,1,1,0.996023564,0.938136115,0.996023564,0
2026-02-13T04:32:04.525427,3655.95,152.8163,75.53,1,1,1,1,0.996151482,0.938857764,0.996151482,0
2026-02-13T04:32:04.625420,3563.52,148.6387,74.75,1,1,1,1,0.996240555,0.939143071,0.996240555,0
2026-02-13T04:32:04.725415,3580.16,149.2226,74.99,1,1,1,1,0.996390153,0.938254629,0.996390153,0
2026-02-13T04:32:04.825409,3558.83,148.2137,74.96,1,1,1,1,0.996405077,0.93477786,0.996405077,0
2026-02-13T04:32:04.925404,3531.8,147.2205,74.7,1,1,1,1,0.996250759,0.929530699,0.996250759,0
2026-02-13T04:32:05.025398,3587.25,149.8258,74.88,1,1,1,1,0.995999819,0.92849311,0.995999819,0
2026-02-13T04:32:05.125393,3592.13,150.0512,74.81,1,1,1,1,0.99586028,0.927303789,0.99586028,0
2026-02-13T04:32:05.225387,3592.76,149.8718,75.02,1,1,1,1,0.996131679,0.926462982,0.996131679,0
2026-02-13T04:32:05.325382,3576.23,149.2183,75.16,1,1,1,1,0.996287637,0.922126127,0.996287637,0
2026-02-13T04:32:05.425376,3629.35,151.1145,75.43,1,1,1,1,0.996331888,0.929630612,0.996331888,0
2026-02-13T04:32:05.525370,3552.66,148.3274,74.98,1,1,1,1,0.996324265,0.926051217,0.996324265,0
2026-02-13T04:32:05.625364,3628.82,151.4656,75.01,1,1,1,1,0.996090105,0.927367793,0.996090105,0
2026-02-13T04:32:05.725358,3524.85,147.0658,74.61,1,1,1,1,0.996285822,0.929125695,0.996285822,0
2026-02-13T04:32:05.825352,3554.84,148.477,74.82,1,1,1,1,0.996233478,0.928117834,0.996233478,0
2026-02-13T04:32:05.925345,3580.45,149.095,74.75,1,1,1,1,0.996205619,0.928124491,0.996205619,0
2026-02-13T04:32:06.025339,3632.17,151.2295,75.54,1,1,1,1,0.996200519,0.925300043,0.996200519,0
2026-02-13T04:32:06.125332,3638.18,151.5353,75.43,1,1,1,1,0.995762928,0.916898124,0.995762928,0
2026-02-13T04:32:06.225319,3608.63,150.4859,75.53,1,1,1,1,0.995820013,0.909414995,0.995820013,0
2026-02-13T04:32:06.325294,3532.35,147.5487,74.46,1,1,1,1,0.994960394,0.897100674,0.994960394,0
2026-02-13T04:32:06.425287,3643.92,152.0782,75.43,1,1,1,1,0.995121301,0.900398865,0.995121301,0
2026-02-13T04:32:06.525280,3546.03,147.9498,74.46,1,1,1,1,0.995916475,0.897406352,0.995916475,0
2026-02-13T04:32:06.625274,3599.89,150.035,75.04,1,1,1,1,0.995908416,0.901304151,0.995908416,0
2026-02-13T04:32:06.725268,3565.01,148.5609,74.77,1,1,1,1,0.995916246,0.901358797,0.995916246,0
2026-02-13T04:32:06.825261,3601.29,150.2328,74.94,1,1,1,1,0.99592848,0.902541787,0.99592848,0
2026-02-13T04:32:06.925255,3683.37,153.6231,75.82,1,1,1,1,0.996154441,0.905532304,0.996154441,0
2026-02-13T04:32:07.025249,3640.66,151.7745,75.29,1,1,1,1,0.996303638,0.909475672,0.996303638,0
2026-02-13T04:32:07.125243,3515.81,146.3785,74.42,1,1,1,1,0.99615118,0.905519803,0.99615118,0
2026-02-13T04:32:07.225236,3547.76,147.9363,74.83,1,1,1,1,0.996088688,0.910905667,0.996088688,0
2026-02-13T04:32:07.325229,3635.77,151.6292,74.97,1,1,1,1,0.995915819,0.898217444,0.995915819,0
2026-02-13T04:32:07.425223,3621.68,151.3156,75.12,1,1,1,1,0.995784203,0.897774781,0.995784203,0
2026-02-13T04:32:07.525216,3621.43,151.0313,75.04,1,1,1,1,0.995791476,0.897061782,0.995791476,0
2026-02-13T04:32:07.625210,3562.77,148.2864,74.58,1,1,1,1,0.995824849,0.898028748,0.995824849,0
2026-02-13T04:32:07.725203,3655.48,151.9603,75.21,1,1,1,1,0.995287031,0.894438526,0.995287031,0
2026-02-13T04:32:07.825197,3537.27,147.654,74.66,1,1,1,1,0.995129755,0.889492794,0.995129755,0
2026-02-13T04:32:07.925190,3572.68,148.786,74.64,1,1,1,1,0.994623858,0.877632143,0.994623858,0
2026-02-13T04:32:08.025184,3506.24,145.7911,74.15,1,1,1,1,0.994340553,0.876468867,0.994340553,0
2026-02-13T04:32:08.125177,3728.39,155.4092,75.96,0,0,1,0,0.995083542,0.892396947,0.995083542,0
2026-02-13T04:32:08.225171,3546.7,147.4265,74.57,1,1,1,1,0.995080616,0.902280101,0.995080616,0
2026-02-13T04:32:08.325165,3624.14,150.989,75.53,1,1,1,1,0.994894038,0.897925561,0.994894038,0
2026-02-13T04:32:08.425159,3632.6,151.2971,75.32,1,1,1,1,0.994896739,0.901921067,0.994896739,0
2026-02-13T04:32:08.525153,3604.26,149.9948,75.24,1,1,1,1,0.994207268,0.889302391,0.994207268,0
2026-02-13T04:32:08.625145,3601.09,149.9006,75.11,1,1,1,1,0.99410463,0.888216486,0.99410463,0
2026-02-13T04:32:08.725132,3646.18,152.0079,75.13,1,1,1,1,0.994234055,0.886587755,0.994234055,0
2026-02-13T04:32:08.825068,3521.94,146.7963,74.39,1,1,1,1,0.994380449,0.894744627,0.994380449,0
2026-02-13T04:32:08.925065,3695.15,153.9686,76.03,1,1,1,1,0.994728269,0.898796167,0.994728269,0
2026-02-13T04:32:09.025061,3610.42,150.5,74.9,1,1,1,1,0.994735629,0.898420975,0.994735629,0
2026-02-13T04:32:09.125058,3614.6,150.7032,75.2,1,1,1,1,0.994846342,0.899205189,0.994846342,0
2026-02-13T04:32:09.225054,3585.84,149.7259,74.76,1,1,1,1,0.994671952,0.899207312,0.994671952,0
2026-02-13T04:32:09.325047,3652.78,152.1147,75.6,1,1,1,1,0.995509333,0.901973914,0.995509333,0
2026-02-13T04:32:09.425043,3610.26,150.2857,75.06,1,1,1,1,0.995341491,0.89993194,0.995341491,0
2026-02-13T04:32:09.525037,3538.63,147.5464,74.56,1,1,1,1,0.995713057,0.899278256,0.995713057,0
2026-02-13T04:32:09.625031,3582.61,149.2482,74.86,1,1,1,1,0.995685818,0.898682501,0.995685818,0
2026-02-13T04:32:09.725024,3508.5,146.1676,74.49,1,1,1,1,0.995927622,0.901294837,0.995927622,0
2026-02-13T04:32:09.825017,3564.62,148.8912,74.93,1,1,1,1,0.995739569,0.904657014,0.995739569,0
2026-02-13T04:32:09.925008,3612.18,150.4927,75.33,1,1,1,1,0.99559144,0.903912562,0.99559144,0
2026-02-13T04:32:10.025002,3571.53,148.9231,74.6,1,1,1,1,0.995809447,0.903043016,0.995809447,0
2026-02-13T04:32:10.124996,3573.42,148.9066,74.79,1,1,1,1,0.996064933,0.906612807,0.996064933,0
2026-02-13T04:32:10.224990,3588.28,149.8968,75.01,1,1,1,1,0.995841369,0.906605238,0.995841369,0
2026-02-13T04:32:10.324983,3656.56,152.3673,75.56,1,1,1,1,0.996002163,0.913638714,0.996002163,0
2026-02-13T04:32:10.424977,3577.47,148.9862,74.67,1,1,1,1,0.996003618,0.913375523,0.996003618,0
2026-02-13T04:32:10.524971,3559.08,148.4783,74.92,1,1,1,1,0.996093083,0.915835078,0.996093083,0
2026-02-13T04:32:10.624965,3586.8,149.1813,75.07,1,1,1,1,0.995923146,0.919069354,0.995923146,0
2026-02-13T04:32:10.724959,3629.04,151.2836,75.56,1,1,1,1,0.995856584,0.916789534,0.995856584,0
2026-02-13T04:32:10.824954,3664.92,152.8478,75.69,1,1,1,1,0.996198091,0.920167397,0.996198091,0
2026-02-13T04:32:10.924944,3624.27,150.7969,75.35,1,1,1,1,0.996080768,0.919712956,0.996080768,0
2026-02-13T04:32:11.024938,3566.87,148.9039,74.49,1,1,1,1,0.995984814,0.917515202,0.995984814,0
2026-02-13T04:32:11.124932,3587.77,149.3534,75,1,1,1,1,0.995889063,0.91606962,0.995889063,0
2026-02-13T04:32:11.224926,3619.61,151.2898,75.56,1,1,1,1,0.995499526,0.921357162,0.995499526,0
2026-02-13T04:32:11.324920,3499.63,145.8657,74.54,1,1,1,1,0.995975952,0.91622156,0.995975952,0
2026-02-13T04:32:11.424914,3671.78,152.8538,75.73,1,1,1,1,0.996058215,0.91797334,0.996058215,0
2026-02-13T04:32:11.524909,3576.4,149.1115,74.82,1,1,1,1,0.996057097,0.917454302,0.996057097,0
2026-02-13T04:32:11.624904,3465.97,144.4703,74.02,0,0,1,0,0.996517958,0.925888143,0.996517958,0
2026-02-13T04:32:11.724898,3650.56,152.1292,75.48,1,1,1,1,0.996563848,0.926901743,0.996563848,0
2026-02-13T04:32:11.824892,3638.25,151.4516,75.17,1,1,1,1,0.996577949,0.926996633,0.996577949,0
2026-02-13T04:32:11.924886,3584.51,149.245,74.99,1,1,1,1,0.996382262,0.922264075,0.996382262,0
2026-02-13T04:32:12.024881,3573.11,148.6994,75.02,1,1,1,1,0.996268567,0.919573195,0.996268567,0
2026-02-13T04:32:12.124875,3493.67,145.8637,74.14,1,1,1,1,0.996230206,0.922040355,0.996230206,0
2026-02-13T04:32:12.224869,3612.85,150.8008,75.3,1,1,1,1,0.996078855,0.923472746,0.996078855,0
2026-02-13T04:32:12.324864,3464.18,144.2973,73.92,0,0,1,0,0.996476887,0.93893018,0.996476887,0
2026-02-13T04:32:12.424858,3529.74,147.4585,74.59,1,1,1,1,0.996574911,0.941421662,0.996574911,0
2026-02-13T04:32:12.524852,3545.6,147.8768,74.3,1,1,1,1,0.996596005,0.940692231,0.996596005,0
2026-02-13T04:32:12.624846,3504.41,145.7273,73.67,1,1,0,0,0.996609846,0.937344543,0.996609846,0
2026-02-13T04:32:12.724841,3564.42,148.3318,74.42,1,1,1,1,0.996700786,0.937442575,0.996700786,0
2026-02-13T04:32:12.824834,3550.44,147.9174,74.59,1,1,1,1,0.996794762,0.937951083,0.996794762,0
2026-02-13T04:32:12.924829,3649.65,152.0972,75.56,1,1,1,1,0.996884059,0.940107037,0.996884059,0
2026-02-13T04:32:13.024823,3572.83,148.8164,74.91,1,1,1,1,0.996925359,0.936744113,0.996925359,0
2026-02-13T04:32:13.124818,3563.95,148.4137,74.5,1,1,1,1,0.996465187,0.932967661,0.996465187,0
2026-02-13T04:32:13.224812,3660.55,152.5607,75.49,1,1,1,1,0.996858487,0.933303462,0.996858487,0
2026-02-13T04:32:13.324806,3563.72,148.8164,75.23,1,1,1,1,0.996666899,0.927147497,0.996666899,0
2026-02-13T04:32:13.424801,3633.78,151.5537,75.26,1,1,1,1,0.996664052,0.926187388,0.996664052,0
2026-02-13T04:32:13.524796,3664.74,152.704,75.78,1,1,1,1,0.996893943,0.930143586,0.996893943,0
2026-02-13T04:32:13.624791,3634.17,151.2692,74.98,1,1,1,1,0.996929081,0.925390259,0.996929081,0
2026-02-13T04:32:13.724784,3576.16,148.6911,74.53,1,1,1,1,0.996607549,0.928731381,0.996607549,0
2026-02-13T04:32:13.824777,3568.78,148.4012,74.3,1,1,1,1,0.996286525,0.922608993,0.996286525,0
2026-02-13T04:32:13.924766,3623.66,150.8998,75.48,1,1,1,1,0.99596307,0.914947816,0.99596307,0
2026-02-13T04:32:14.024754,3545.41,147.9606,74.53,1,1,1,1,0.995904932,0.918706888,0.995904932,0
2026-02-13T04:32:14.124744,3632.16,150.9871,75.23,1,1,1,1,0.995649051,0.918767012,0.995649051,0
2026-02-13T04:32:14.224737,3625.76,151.4593,75.09,1,1,1,1,0.99559418,0.917789973,0.99559418,0
2026-02-13T04:32:14.324726,3568.28,148.8814,74.58,1,1,1,1,0.995407665,0.913522826,0.995407665,0
2026-02-13T04:32:14.424720,3816.99,158.8182,76.64,0,0,0,0,0.99670413,0.928775883,0.99670413,0
2026-02-13T04:32:14.524714,3604.26,150.5246,74.99,1,1,1,1,0.996498977,0.92725199,0.996498977,0
2026-02-13T04:32:14.624708,3659.19,152.4457,75.55,1,1,1,1,0.996590557,0.928920672,0.996590557,0
2026-02-13T04:32:14.724702,3663.91,152.8794,75.9,1,1,1,1,0.996496202,0.93144584,0.996496202,0
2026-02-13T04:32:14.824696,3563.93,148.7287,74.85,1,1,1,1,0.996606618,0.931852152,0.996606618,0
2026-02-13T04:32:14.924690,3629.88,151.0511,75.07,1,1,1,1,0.996550238,0.931596111,0.996550238,0
2026-02-13T04:32:15.024684,3576.43,148.8654,74.75,1,1,1,1,0.996500531,0.93249868,0.996500531,0
2026-02-13T04:32:15.124678,3540.07,147.5278,74.66,1,1,1,1,0.996548668,0.932084853,0.996548668,0
2026-02-13T04:32:15.224673,3512.63,146.3868,74.79,1,1,1,1,0.996864285,0.923860554,0.996864285,0
2026-02-13T04:32:15.324667,3691.03,153.4949,75.49,1,1,1,1,0.99683034,0.921410912,0.99683034,0
2026-02-13T04:32:15.424661,3616.93,150.7399,75.19,1,1,1,1,0.996846502,0.922006463,0.996846502,0
2026-02-13T04:32:15.524655,3544.32,148.0329,74.55,1,1,1,1,0.996752385,0.923927633,0.996752385,0
2026-02-13T04:32:15.624650,3531.11,146.9369,74.33,1,1,1,1,0.996856652,0.927113607,0.996856652,0
2026-02-13T04:32:15.724644,3568.69,148.8044,74.72,1,1,1,1,0.996841475,0.928220769,0.996841475,0
2026-02-13T04:32:15.824638,3453.47,143.8503,73.67,0,0,0,0,0.997045204,0.932643926,0.997045204,0
2026-02-13T04:32:15.924623,3514.75,146.7574,74.55,1,1,1,1,0.997070706,0.932252671,0.997070706,0
2026-02-13T04:32:16.024617,3646.47,152.1528,75.28,1,1,1,1,0.997138338,0.934273335,0.997138338,0
2026-02-13T04:32:16.124610,3587.96,149.7203,74.94,1,1,1,1,0.997126129,0.934642504,0.997126129,0
2026-02-13T04:32:16.224584,3670.19,152.9219,75.26,1,1,1,1,0.997466135,0.933123238,0.997466135,0
2026-02-13T04:32:16.324571,3655.47,152.228,75.43,1,1,1,1,0.997415624,0.937567901,0.997415624,0
2026-02-13T04:32:16.424560,3576.47,149.3204,75.11,1,1,1,1,0.99726339,0.934044946,0.99726339,0
2026-02-13T04:32:16.524552,3679.89,153.4665,75.96,1,1,1,1,0.997338219,0.935801262,0.997338219,0
2026-02-13T04:32:16.624546,3638.85,151.4547,75.54,1,1,1,1,0.997118113,0.932227706,0.997118113,0
2026-02-13T04:32:16.724540,3732.56,155.4084,76.53,0,0,0,0,0.997308686,0.935322338,0.997308686,0
2026-02-13T04:32:16.824535,3589.5,149.6718,74.72,1,1,1,1,0.99730917,0.934596959,0.99730917,0
2026-02-13T04:32:16.924529,3666.77,152.5577,75.11,1,1,1,1,0.997328822,0.93015371,0.997328822,0
2026-02-13T04:32:17.024522,3589.27,149.2266,74.72,1,1,1,1,0.997221026,0.932433711,0.997221026,0
2026-02-13T04:32:17.124515,3611.7,150.5079,75.16,1,1,1,1,0.99715401,0.929698401,0.99715401,0
2026-02-13T04:32:17.224509,3577.38,148.942,74.79,1,1,1,1,0.997220324,0.930074079,0.997220324,0
2026-02-13T04:32:17.324502,3622,151.0221,75.44,1,1,1,1,0.996971832,0.924581573,0.996971832,0
2026-02-13T04:32:17.424496,3635.49,151.7803,75.46,1,1,1,1,0.996950273,0.924828782,0.996950273,0
2026-02-13T04:32:17.524489,3607.47,150.5349,74.89,1,1,1,1,0.996847522,0.922912405,0.996847522,0
2026-02-13T04:32:17.624484,3559.87,148.3523,74.57,1,1,1,1,0.996889317,0.921018447,0.996889317,0
2026-02-13T04:32:17.724479,3679.53,153.3447,75.73,1,1,1,1,0.997021064,0.923160807,0.997021064,0
2026-02-13T04:32:17.824474,3466.57,144.1411,73.73,0,0,0,0,0.997076505,0.930454009,0.997076505,0
2026-02-13T04:32:17.924468,3554.83,148.2232,74.34,1,1,1,1,0.997079984,0.929285759,0.997079984,0
2026-02-13T04:32:18.024460,3720.13,155.1586,76.21,1,0,0,0,0.997214413,0.934530473,0.997214413,0
2026-02-13T04:32:18.124437,3593.15,149.8268,75.17,1,1,1,1,0.997200875,0.932911834,0.997200875,0
2026-02-13T04:32:18.224432,3624.79,151.0027,75.15,1,1,1,1,0.997165327,0.932215518,0.997165327,0
2026-02-13T04:32:18.324426,3579.83,148.7375,74.68,1,1,1,1,0.997005151,0.939453607,0.997005151,0
2026-02-13T04:32:18.424421,3481.4,145.1285,73.92,1,1,1,1,0.997224838,0.943512279,0.997224838,0
2026-02-13T04:32:18.524415,3533.01,147.0811,74.44,1,1,1,1,0.997216308,0.94421945,0.997216308,0
2026-02-13T04:32:18.624410,3683.54,153.548,76.2,1,1,0,0,0.997309961,0.944554198,0.997309961,0
2026-02-13T04:32:18.724404,3628.69,151.7141,75.54,1,1,1,1,0.997139912,0.944742748,0.997139912,0
2026-02-13T04:32:18.824399,3684.6,153.3333,75.66,1,1,1,1,0.997271831,0.947722492,0.997271831,0
2026-02-13T04:32:18.924394,3652.34,152.3286,75.31,1,1,1,1,0.997291106,0.948591115,0.997291106,0
2026-02-13T04:32:19.024388,3602.05,150.3133,74.97,1,1,1,1,0.997247864,0.947585285,0.997247864,0
2026-02-13T04:32:19.124382,3726.22,155.2906,75.88,0,0,1,0,0.997569176,0.947966881,0.997569176,0
2026-02-13T04:32:19.224376,3667.59,152.9272,75.82,1,1,1,1,0.997729036,0.949340494,0.997729036,0
2026-02-13T04:32:19.324370,3587.35,149.1064,74.94,1,1,1,1,0.997569079,0.949438698,0.997569079,0
2026-02-13T04:32:19.424362,3568.83,148.4435,74.73,1,1,1,1,0.997098994,0.944345198,0.997098994,0
2026-02-13T04:32:19.524348,3595.94,149.7441,74.71,1,1,1,1,0.997230765,0.943426214,0.997230765,0
2026-02-13T04:32:19.624343,3603.41,150.0454,75.27,1,1,1,1,0.99718067,0.941153067,0.99718067,0
2026-02-13T04:32:19.724338,3548.85,147.7471,74.47,1,1,1,1,0.997203765,0.942083518,0.997203765,0
2026-02-13T04:32:19.824333,3594.3,149.7366,74.85,1,1,1,1,0.997262197,0.942033953,0.997262197,0
2026-02-13T04:32:19.924327,3683.47,153.6307,75.62,1,1,1,1,0.997377401,0.94320578,0.997377401,0
2026-02-13T04:32:20.024321,3533.72,147.2335,74.48,1,1,1,1,0.997459122,0.943938663,0.997459122,0
2026-02-13T04:32:20.124316,3672.73,153.3514,76.39,1,1,0,0,0.997366019,0.937390688,0.997366019,0
2026-02-13T04:32:20.224310,3575.05,149.0032,75.06,1,1,1,1,0.997267303,0.943555812,0.997267303,0
2026-02-13T04:32:20.324304,3483.79,145.0565,73.99,1,1,1,1,0.997544377,0.948525881,0.997544377,0
2026-02-13T04:32:20.424297,3561.79,148.4488,74.59,1,1,1,1,0.997559205,0.948840123,0.997559205,0
2026-02-13T04:32:20.524290,3611.01,150.77,74.98,1,1,1,1,0.997598646,0.947139186,0.997598646,0
2026-02-13T04:32:20.624284,3607.58,150.1441,74.78,1,1,1,1,0.997517048,0.94408071,0.997517048,0
2026-02-13T04:32:20.724278,3646.54,151.8683,75.35,1,1,1,1,0.997517165,0.943818605,0.997517165,0
2026-02-13T04:32:20.824273,3598.43,150.1839,75.01,1,1,1,1,0.997112919,0.937334539,0.997112919,0
